,artistName,artistId,songName,songId,availableMarket,songPopularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,aritstPopularity,artistGenre
30,The Rock Heroes,0wp7cYNFjMgSHBDdla5aC9,Seven Nation Army (as made famous by White Stripes),79TRsvz0DA25MmNOMDvu6X,US,0.0,0.7396870554765292,0.7208203586384624,0.09090909090909091,0.7546232569274045,1.0,0.15522041763341066,0.018570460935405174,0.00020597652081109924,0.07838070628768304,0.5110336817653891,0.4017676829617275,79.0,"house,pop,uk dance"
31,Oasis,2DaxqgrOhkeH0fpeiQq2f4,Wonderwall - Remastered,5wj4E6IsrVtn8IBJQOd0Cl,"CA,US",73.0,0.43527738264580373,0.39332116396435085,0.6363636363636364,0.48650427913100736,1.0,0.027610208816705333,0.010628739793059646,0.00015048025613660616,0.13580246913580246,0.0,0.15529773438969163,79.0,"alternative rock,art rock,melancholia,modern rock,oxford indie,permanent wave,rock"
32,Sia,5WUlDfRSoLAfcVSX1WnrxN,Chandelier,2s1sdSqGcKxpPr5lCl7jAV,"AD,AE,AR,AT,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JO,JP,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",71.0,0.22901849217638692,0.4684849135616879,0.6363636363636364,0.6169130408761747,1.0,0.0,0.0032199499378978307,1.9530416221985057e-06,0.042779213321848975,0.2055749128919861,0.9348524614290267,5.0,
33,JAY Z,3nFkdlSjzX9mRTtwJOzDYB,Ni**as In Paris,2KpCpk6HjXXLb7nnXoXA5O,"AE,BH,CA,DZ,EG,JO,KW,LB,MA,MX,OM,QA,SA,TN,US",73.0,0.2091038406827881,0.8679265542789649,0.18181818181818182,0.612065354000838,1.0,0.09976798143851509,0.004327611044593391,0.01040554962646745,0.09374102784955499,0.5842044134727061,0.764085457087493,76.0,"blues rock,garage rock,modern blues rock,modern rock,punk blues,rock"
34,Guns N' Roses,3qm84nBOXUEQ2vnTfUTTFC,Sweet Child O' Mine,7snQQk1zcKl8gZ92AnueZW,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JO,JP,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",75.0,0.38549075391180654,0.7433694835176634,0.09090909090909091,0.7579747441498594,1.0,0.019257540603248267,0.010346599699844737,0.007513340448239061,0.3985070341659489,0.39837398373983746,0.47650584185696643,78.0,"folk-pop,modern rock,neo mellow,stomp and holler,uk americana"
35,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,Fix You,7LVHVU3tWfcxj5aiPFEW4Q,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IS,IT,JO,JP,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",82.0,0.6614509246088194,0.778803822613551,0.7272727272727273,0.6679633730324976,1.0,0.09883990719257538,0.001830148737987363,0.0075773745997865525,0.05885730691932241,0.9454123112659697,0.46568879949634934,70.0,"alternative rock,britpop,dance rock,garage rock,indie rock,madchester,modern rock,new wave,permanent wave,pop rock,rock"
36,Justin Timberlake,31TPClRtHm23RisEBtV3X7,Mirrors,4rHZZAmHpZrA3iH5zx8frV,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JO,JP,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",77.0,0.33712660028449504,0.744443251369054,0.09090909090909091,0.7712609970674488,1.0,0.01670533642691415,0.021496358198374577,0.0,0.16020671834625322,0.36817653890824625,0.24555422011822703,72.0,"folk-pop,indie folk,indie pop,metropopolis,modern rock,stomp and holler"
37,Carly Rae Jepsen,6sFIWsNpZYqfjUpaCgueju,Call Me Maybe,3TGRqZ0a2l1LRblBkJoaDx,"CR,MX,US",69.0,0.7510668563300141,0.4287555030602383,0.0,0.6126039858758754,1.0,0.125754060324826,0.008507464277406826,0.47705442902881534,0.3166810221073787,0.25551684088269455,0.41726148135429686,73.0,"alternative rock,blues rock,garage rock,indie rock,modern blues rock,modern rock,permanent wave,punk blues,rock"
38,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,Take Me Out,6ooluO7DiEhI1zmK94nRCM,"AR,AU,BO,BR,CA,CL,CO,CR,EC,GT,HK,HN,ID,IN,JP,MX,MY,NI,NZ,PA,PE,PH,PY,SG,SV,TH,TW,US,UY,VN,ZA",75.0,0.6714082503556187,0.4040588424782562,0.4545454545454546,0.1614698665389911,1.0,0.013225058004640376,0.01501758568751375,0.9786552828175026,0.23629055412001143,0.832752613240418,0.48421594839216053,11.0,karaoke
39,Avicii,1vCWHaC5f2uS3yhpwWbIA6,Wake Me Up,4h8VwCb1MTGoLKueQ1WgbD,"AD,AE,AR,AT,AU,BE,BG,BH,BO,BR,CA,CH,CL,CO,CR,CY,CZ,DE,DK,DO,DZ,EC,EE,EG,ES,FI,FR,GB,GR,GT,HK,HN,HU,ID,IE,IL,IN,IS,IT,JO,KW,LB,LI,LT,LU,LV,MA,MC,MT,MX,MY,NI,NL,NO,NZ,OM,PA,PE,PH,PL,PS,PT,PY,QA,RO,SA,SE,SG,SK,SV,TH,TN,TR,TW,US,UY,VN,ZA",84.0,0.7496443812233285,0.4792225920755932,0.36363636363636365,0.6109282422646479,1.0,0.062180974477958235,0.020869380213452565,0.7353255069370331,0.40424921045076084,0.1289198606271777,0.4355760504304741,10.0,
